"Season_End_Year","player_name","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Year","market_value_euro"
2022,"Nemanja Matić","SRB","MF","32",1988,23,16,1382,15.4,0,4,4,0,0,0,3,0,32,98,7,0,0.26,0.26,0,0.26,0.2,0.2,2,2.2,0.01,0.13,0.14,0.01,0.14,2022,NA
2022,"Scott McTominay","SCO","MF","24",1996,30,28,2387,26.5,1,1,2,1,0,0,9,0,40,125,37,0.04,0.04,0.08,0.04,0.08,1.4,1.4,1.5,2.9,0.05,0.06,0.11,0.05,0.11,2022,2.5e+07
2022,"Hannibal Mejbri","TUN","FW","18",2003,2,1,68,0.8,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0.1,0.1,0,0.1,0.09,0,0.09,0.09,0.09,2022,NA
2022,"Paul Pogba","FRA","MF,FW","28",1993,20,16,1349,15,1,9,10,1,0,0,7,1,34,117,62,0.07,0.6,0.67,0.07,0.67,2.6,2.6,3.5,6.1,0.18,0.23,0.41,0.18,0.41,2022,NA
2022,"Marcus Rashford","ENG","FW,MF","23",1997,25,13,1235,13.7,4,2,6,4,0,0,2,0,50,28,118,0.29,0.15,0.44,0.29,0.44,2.9,2.9,2.1,5,0.21,0.15,0.36,0.21,0.36,2022,8e+07
2022,"Cristiano Ronaldo","POR","FW","36",1985,30,27,2456,27.3,18,3,21,15,3,3,8,0,67,64,192,0.66,0.11,0.77,0.55,0.66,17.7,15.4,2.9,18.2,0.65,0.11,0.75,0.56,0.67,2022,1.5e+07
2022,"Jadon Sancho","ENG","FW,MF","21",2000,29,20,1900,21.1,3,3,6,3,0,0,0,0,111,88,222,0.14,0.14,0.28,0.14,0.28,3.6,3.6,4.1,7.7,0.17,0.19,0.37,0.17,0.37,2022,4.5e+07
2022,"Luke Shaw","ENG","DF","26",1995,20,19,1601,17.8,0,3,3,0,0,0,8,0,48,82,69,0,0.17,0.17,0,0.17,0.1,0.1,3.6,3.7,0.01,0.2,0.21,0.01,0.21,2022,4.2e+07
2022,"Shola Shoretire","ENG","MF","17",2004,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,4e+06
2022,"Alex Telles","BRA","DF","28",1992,21,18,1660,18.4,0,4,4,0,0,0,1,0,36,66,102,0,0.22,0.22,0,0.22,0.4,0.4,1.9,2.3,0.02,0.1,0.12,0.02,0.12,2022,NA
2022,"Raphaël Varane","FRA","DF","28",1993,22,20,1831,20.3,1,1,2,1,0,0,0,0,11,49,2,0.05,0.05,0.1,0.05,0.1,0.7,0.7,0.2,0.9,0.03,0.01,0.05,0.03,0.05,2022,3.5e+07
2022,"Aaron Wan-Bissaka","ENG","DF","23",1997,20,20,1793,19.9,0,0,0,0,0,0,2,0,55,61,90,0,0,0,0,0,0.3,0.3,0.9,1.2,0.02,0.04,0.06,0.02,0.06,2022,2.5e+07
2022,"Miguel Almirón","PAR","MF,FW","27",1994,30,19,1716,19.1,1,0,1,1,0,0,2,0,44,46,85,0.05,0,0.05,0.05,0.05,1.7,1.7,0.9,2.6,0.09,0.05,0.14,0.09,0.14,2022,3.2e+07
2022,"Dan Burn","ENG","DF","29",1992,16,16,1440,16,0,1,1,0,0,0,4,0,6,31,2,0,0.06,0.06,0,0.06,0.7,0.7,0.4,1.1,0.04,0.03,0.07,0.04,0.07,2022,1e+07
2022,"Ciaran Clark","IRL","DF","31",1989,13,12,1014,11.3,0,1,1,0,0,0,2,1,2,17,6,0,0.09,0.09,0,0.09,1.1,1.1,0.3,1.4,0.1,0.03,0.12,0.1,0.12,2022,6e+05
2022,"Karl Darlow","ENG","GK","30",1990,8,8,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1e+06
2022,"Martin Dúbravka","SVK","GK","32",1989,26,26,2340,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1500000
2022,"Martin Dúbravka","SVK","GK","32",1989,26,26,2340,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1500000
2022,"Paul Dummett","WAL","DF","29",1991,3,2,198,2.2,0,0,0,0,0,0,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1e+06
2022,"Federico Fernández","ARG","DF","32",1989,7,5,523,5.8,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0.4,0.4,0.3,0.7,0.07,0.06,0.13,0.07,0.13,2022,7e+05
2022,"Ryan Fraser","SCO","FW,MF","27",1994,27,18,1465,16.3,2,3,5,2,0,0,3,0,35,34,86,0.12,0.18,0.31,0.12,0.31,2.7,2.7,2.1,4.7,0.16,0.13,0.29,0.16,0.29,2022,6e+06
2022,"Dwight Gayle","ENG","FW,DF","30",1990,8,0,38,0.4,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0.6,0.6,0.3,0.9,1.31,0.71,2.02,1.31,2.02,2022,NA
2022,"Bruno Guimarães","BRA","MF","23",1997,17,11,1034,11.5,5,1,6,5,0,0,4,0,18,54,15,0.44,0.09,0.52,0.44,0.52,3.1,3.1,1.1,4.2,0.27,0.1,0.37,0.27,0.37,2022,7e+07
2022,"Isaac Hayden","ENG","MF,DF","26",1995,14,12,1002,11.1,1,0,1,1,0,0,5,0,3,15,10,0.09,0,0.09,0.09,0.09,0.4,0.4,0,0.5,0.04,0,0.04,0.04,0.04,2022,3500000
2022,"Jeff Hendrick","IRL","MF","29",1992,3,0,72,0.8,1,0,1,1,0,0,0,0,1,0,1,1.25,0,1.25,1.25,1.25,0.1,0.1,0,0.1,0.11,0.03,0.14,0.11,0.14,2022,1500000
2022,"Joelinton","BRA","MF,FW","24",1996,35,30,2558,28.4,4,1,5,4,0,0,8,0,45,92,90,0.14,0.04,0.18,0.14,0.18,3.3,3.3,1.9,5.2,0.12,0.07,0.18,0.12,0.18,2022,4.2e+07
2022,"Emil Krafth","SWE","DF","26",1994,20,18,1634,18.2,0,1,1,0,0,0,5,0,29,50,24,0,0.06,0.06,0,0.06,0.3,0.3,1,1.3,0.02,0.06,0.07,0.02,0.07,2022,3e+06
2022,"Jamaal Lascelles","ENG","DF","27",1993,26,22,2058,22.9,1,0,1,1,0,0,5,0,0,18,5,0.04,0,0.04,0.04,0.04,0.9,0.9,0.4,1.3,0.04,0.02,0.06,0.04,0.06,2022,4500000
2022,"Jamal Lewis","NIR","DF","23",1998,5,4,262,2.9,0,0,0,0,0,0,1,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,2022,6e+06
2022,"Sean Longstaff","ENG","MF","23",1997,24,15,1464,16.3,1,1,2,1,0,0,1,0,2,43,15,0.06,0.06,0.12,0.06,0.12,0.7,0.7,0.8,1.6,0.05,0.05,0.1,0.05,0.1,2022,2.5e+07
2022,"Javier Manquillo","ESP","DF","27",1994,19,15,1257,14,1,2,3,1,0,0,5,0,6,22,25,0.07,0.14,0.21,0.07,0.21,0.3,0.3,0.3,0.6,0.02,0.02,0.04,0.02,0.04,2022,2500000
2022,"Jacob Murphy","ENG","FW,DF","26",1995,33,13,1473,16.4,1,2,3,1,0,0,4,0,51,44,80,0.06,0.12,0.18,0.06,0.18,2.2,2.2,2.6,4.8,0.13,0.16,0.29,0.13,0.29,2022,1.5e+07
2022,"Matt Ritchie","SCO","DF","31",1989,18,14,1337,14.9,0,2,2,0,0,0,5,0,8,48,40,0,0.13,0.13,0,0.13,0.7,0.7,2,2.7,0.05,0.13,0.18,0.05,0.18,2022,1e+06
2022,"Allan Saint-Maximin","FRA","FW,MF","24",1997,35,31,2804,31.2,5,5,10,5,0,0,6,0,180,87,167,0.16,0.16,0.32,0.16,0.32,5.2,5.2,4.3,9.5,0.17,0.14,0.3,0.17,0.3,2022,3.2e+07
2022,"Fabian Schär","SUI","DF","29",1991,25,25,2158,24,2,2,4,2,0,0,4,0,20,59,2,0.08,0.08,0.17,0.08,0.17,1.2,1.2,1.1,2.3,0.05,0.05,0.1,0.05,0.1,2022,1e+07
2022,"Jonjo Shelvey","ENG","MF","29",1992,24,22,1983,22,2,1,3,2,0,0,7,1,11,84,7,0.09,0.05,0.14,0.09,0.14,0.9,0.9,1,1.9,0.04,0.05,0.09,0.04,0.09,2022,5e+06
2022,"Jonjo Shelvey","ENG","MF","29",1992,24,22,1983,22,2,1,3,2,0,0,7,1,11,84,7,0.09,0.05,0.14,0.09,0.14,0.9,0.9,1,1.9,0.04,0.05,0.09,0.04,0.09,2022,5e+06
2022,"Matt Targett","ENG","DF","25",1995,16,16,1440,16,0,0,0,0,0,0,1,0,11,53,40,0,0,0,0,0,0.3,0.3,1.9,2.2,0.02,0.12,0.14,0.02,0.14,2022,1.3e+07
2022,"Kieran Trippier","ENG","DF","30",1990,6,5,429,4.8,2,0,2,2,0,0,0,0,2,17,8,0.42,0,0.42,0.42,0.42,0.2,0.2,0.3,0.5,0.05,0.06,0.1,0.05,0.1,2022,1.1e+07
2022,"Joe Willock","ENG","MF","21",1999,29,24,2038,22.6,2,0,2,2,0,0,0,0,48,58,77,0.09,0,0.09,0.09,0.09,3.2,3.2,1.2,4.4,0.14,0.05,0.2,0.14,0.2,2022,3.8e+07
2022,"Callum Wilson","ENG","FW","29",1992,18,16,1386,15.4,8,0,8,6,2,2,4,0,14,9,52,0.52,0,0.52,0.39,0.39,6.2,4.6,0.5,5.1,0.4,0.03,0.43,0.3,0.33,2022,1.6e+07
2022,"Chris Wood","NZL","FW","29",1991,17,15,1327,14.7,2,0,2,1,1,1,0,0,5,18,60,0.14,0,0.14,0.07,0.07,3.1,2.3,1.1,3.4,0.21,0.07,0.28,0.16,0.23,2022,8e+06
2022,"Chris Wood","NZL","FW","29",1991,17,15,1327,14.7,2,0,2,1,1,1,0,0,5,18,60,0.14,0,0.14,0.07,0.07,3.1,2.3,1.1,3.4,0.21,0.07,0.28,0.16,0.23,2022,8e+06
2022,"Freddie Woodman","ENG","GK","24",1997,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,NA
2022,"Max Aarons","ENG","DF","21",2000,34,32,2881,32,0,2,2,0,0,0,8,0,78,117,85,0,0.06,0.06,0,0.06,0.8,0.8,1.7,2.5,0.03,0.05,0.08,0.03,0.08,2022,NA
2022,"Sam Byram","ENG","DF","27",1993,15,11,1027,11.4,0,0,0,0,0,0,3,0,11,23,16,0,0,0,0,0,0.6,0.6,0.2,0.9,0.06,0.02,0.08,0.06,0.08,2022,NA
2022,"Todd Cantwell","ENG","FW,MF","23",1998,8,5,441,4.9,0,0,0,0,0,0,2,0,2,10,17,0,0,0,0,0,0.1,0.1,0.1,0.3,0.03,0.03,0.06,0.03,0.06,2022,NA
2022,"Kieran Dowell","ENG","FW,MF","23",1997,19,11,912,10.1,1,1,2,1,0,0,0,0,14,31,49,0.1,0.1,0.2,0.1,0.2,1.1,1.1,1.5,2.6,0.1,0.15,0.26,0.1,0.26,2022,NA
2022,"Dimitris Giannoulis","GRE","DF","25",1995,18,14,1169,13,0,1,1,0,0,0,2,0,33,40,58,0,0.08,0.08,0,0.08,0.1,0.1,0.6,0.7,0.01,0.05,0.06,0.01,0.06,2022,NA
2022,"Ben Gibson","ENG","DF","28",1993,28,28,2494,27.7,0,0,0,0,0,0,5,1,11,68,0,0,0,0,0,0,1.4,1.4,0.2,1.5,0.05,0.01,0.05,0.05,0.05,2022,NA
2022,"Billy Gilmour","SCO","MF","20",2001,24,21,1855,20.6,0,1,1,0,0,0,2,0,30,112,17,0,0.05,0.05,0,0.05,0.9,0.9,1.4,2.3,0.04,0.07,0.11,0.04,0.11,2022,1.2e+07
2022,"Billy Gilmour","SCO","MF","20",2001,24,21,1855,20.6,0,1,1,0,0,0,2,0,30,112,17,0,0.05,0.05,0,0.05,0.9,0.9,1.4,2.3,0.04,0.07,0.11,0.04,0.11,2022,1.2e+07
2022,"Angus Gunn","ENG","GK","25",1996,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,NA
2022,"Grant Hanley","SCO","DF","29",1991,33,33,2897,32.2,1,0,1,1,0,0,2,0,2,27,3,0.03,0,0.03,0.03,0.03,2.1,2.1,0.9,3,0.07,0.03,0.09,0.07,0.09,2022,NA
2022,"Adam Idah","IRL","FW,MF","20",2001,17,6,625,6.9,1,1,2,1,0,0,0,0,11,10,48,0.14,0.14,0.29,0.14,0.29,2.3,2.3,0.6,2.9,0.33,0.09,0.42,0.33,0.42,2022,NA
2022,"Ozan Kabak","TUR","DF","21",2000,11,11,922,10.2,0,0,0,0,0,0,2,0,9,20,0,0,0,0,0,0,0.3,0.3,0,0.3,0.03,0,0.03,0.03,0.03,2022,NA
2022,"Tim Krul","NED","GK","33",1988,29,29,2610,29,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.6,0.6,0,0.02,0.02,0,0.02,2022,NA
2022,"Pierre Lees-Melou","FRA","MF","28",1993,33,27,2265,25.2,1,0,1,1,0,0,5,0,33,114,60,0.04,0,0.04,0.04,0.04,1.6,1.6,1.9,3.6,0.06,0.08,0.14,0.06,0.14,2022,NA
2022,"Kenny McLean","SCO","MF","29",1992,31,29,2706,30.1,1,0,1,1,0,0,3,0,32,99,61,0.03,0,0.03,0.03,0.03,1.8,1.8,0.8,2.6,0.06,0.03,0.09,0.06,0.09,2022,NA
2022,"Bali Mumba","ENG","DF","19",2001,1,0,45,0.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,NA
2022,"Mathias Normann","NOR","MF","25",1996,23,20,1645,18.3,1,2,3,1,0,0,6,0,16,75,8,0.05,0.11,0.16,0.05,0.16,0.9,0.9,1.8,2.7,0.05,0.1,0.15,0.05,0.15,2022,NA
2022,"Andrew Omobamidele","IRL","DF","19",2002,5,4,382,4.2,1,0,1,1,0,0,1,0,6,14,1,0.24,0,0.24,0.24,0.24,0.2,0.2,0,0.2,0.06,0,0.06,0.06,0.06,2022,NA
2022,"Teemu Pukki","FIN","FW","31",1990,37,37,3253,36.1,11,3,14,8,3,3,4,0,62,34,186,0.3,0.08,0.39,0.22,0.3,11.4,9.1,3.8,12.9,0.32,0.11,0.42,0.25,0.36,2022,NA
2022,"Przemysław Płacheta","POL","FW,MF","23",1998,12,6,504,5.6,0,0,0,0,0,0,1,0,19,10,35,0,0,0,0,0,0.4,0.4,0.8,1.1,0.07,0.14,0.2,0.07,0.2,2022,NA
2022,"Milot Rashica","KVX","FW,MF","25",1996,31,25,2229,24.8,1,2,3,1,0,0,0,0,76,46,138,0.04,0.08,0.12,0.04,0.12,2.6,2.6,2.1,4.7,0.11,0.08,0.19,0.11,0.19,2022,NA
2022,"Jon Rowe","ENG","FW,MF","18",2003,13,0,223,2.5,0,1,1,0,0,0,0,0,4,3,21,0,0.4,0.4,0,0.4,0.3,0.3,0.5,0.8,0.1,0.21,0.31,0.1,0.31,2022,NA
2022,"Lukas Rupp","GER","MF","30",1991,19,7,769,8.5,0,0,0,0,0,0,0,0,17,35,23,0,0,0,0,0,0.7,0.7,1.4,2,0.08,0.16,0.24,0.08,0.24,2022,NA
2022,"Josh Sargent","USA","FW,MF","21",2000,26,18,1572,17.5,2,1,3,2,0,0,1,0,21,12,88,0.11,0.06,0.17,0.11,0.17,2.5,2.5,0.9,3.4,0.14,0.05,0.19,0.14,0.19,2022,NA
2022,"Tony Springett","ENG","MF,FW","18",2002,3,1,141,1.6,0,0,0,0,0,0,1,0,8,2,11,0,0,0,0,0,0.2,0.2,0.5,0.7,0.11,0.34,0.45,0.11,0.45,2022,NA
2022,"Jakob Sørensen","DEN","MF,DF","23",1998,10,6,604,6.7,0,0,0,0,0,0,0,0,4,20,4,0,0,0,0,0,0.5,0.5,0,0.5,0.07,0,0.07,0.07,0.07,2022,NA
2022,"Christos Tzolis","GRE","FW,MF","19",2002,14,3,336,3.7,0,0,0,0,0,0,0,0,8,13,31,0,0,0,0,0,0.4,0.4,0.7,1.1,0.12,0.18,0.3,0.12,0.3,2022,NA
2022,"Brandon Williams","ENG","DF","20",2000,26,23,2120,23.6,0,1,1,0,0,0,8,0,57,90,58,0,0.04,0.04,0,0.04,0.2,0.2,1.9,2.2,0.01,0.08,0.09,0.01,0.09,2022,7e+06
2022,"Christoph Zimmermann","GER","DF","28",1993,3,2,157,1.7,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,2022,NA
2022,"Che Adams","SCO","FW","25",1996,30,23,2039,22.7,7,3,10,7,0,0,0,0,19,33,153,0.31,0.13,0.44,0.31,0.44,7.1,7.1,3,10.1,0.31,0.13,0.45,0.31,0.45,2022,NA
2022,"Adam Armstrong","ENG","FW","24",1997,23,17,1413,15.7,2,2,4,2,0,0,1,0,39,30,105,0.13,0.13,0.25,0.13,0.25,4.5,4.5,1.6,6.2,0.29,0.1,0.39,0.29,0.39,2022,1e+07
2022,"Stuart Armstrong","SCO","MF","29",1992,25,15,1473,16.4,2,0,2,2,0,0,1,0,63,83,78,0.12,0,0.12,0.12,0.12,2.5,2.5,1.5,4,0.15,0.09,0.24,0.15,0.24,2022,4500000
2022,"Jan Bednarek","POL","DF","25",1996,31,30,2629,29.2,4,0,4,4,0,0,10,0,0,61,5,0.14,0,0.14,0.14,0.14,2.2,2.2,0.4,2.6,0.08,0.01,0.09,0.08,0.09,2022,1.4e+07
2022,"Jan Bednarek","POL","DF","25",1996,31,30,2629,29.2,4,0,4,4,0,0,10,0,0,61,5,0.14,0,0.14,0.14,0.14,2.2,2.2,0.4,2.6,0.08,0.01,0.09,0.08,0.09,2022,1.4e+07
2022,"Armando Broja","ALB","FW","19",2001,32,21,1975,21.9,6,0,6,6,0,0,2,0,56,29,114,0.27,0,0.27,0.27,0.27,5.9,5.9,1,6.9,0.27,0.05,0.32,0.27,0.32,2022,2.8e+07
2022,"Willy Caballero","ARG","GK","39",1981,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,150000
2022,"Ibrahima Diallo","FRA","MF","22",1999,23,10,1023,11.4,0,2,2,0,0,0,1,0,17,57,20,0,0.18,0.18,0,0.18,0.4,0.4,1,1.5,0.04,0.09,0.13,0.04,0.13,2022,7e+06
2022,"Moussa Djenepo","MLI","MF","23",1998,12,5,457,5.1,0,0,0,0,0,0,3,0,20,18,30,0,0,0,0,0,1.5,1.5,0.3,1.8,0.29,0.06,0.35,0.29,0.35,2022,8e+06
2022,"Mohamed Elyounoussi","NOR","MF,FW","26",1994,30,23,2042,22.7,4,2,6,4,0,0,4,0,59,81,124,0.18,0.09,0.26,0.18,0.26,5.5,5.5,2.3,7.8,0.24,0.1,0.34,0.24,0.34,2022,9e+06
2022,"Fraser Forster","ENG","GK","33",1988,19,19,1710,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1500000
2022,"Valentino Livramento","ENG","DF","18",2002,28,25,2202,24.5,1,1,2,1,0,0,2,0,79,80,118,0.04,0.04,0.08,0.04,0.08,1.4,1.4,2.7,4.1,0.06,0.11,0.17,0.06,0.17,2022,NA
2022,"Shane Long","IRL","FW","34",1987,13,3,308,3.4,1,0,1,1,0,0,1,0,5,3,24,0.29,0,0.29,0.29,0.29,0.9,0.9,0.1,1,0.25,0.04,0.3,0.25,0.3,2022,NA
2022,"Lyanco","BRA","DF","24",1997,15,9,911,10.1,0,0,0,0,0,0,2,0,3,18,1,0,0,0,0,0,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04,2022,3500000
2022,"Alex McCarthy","ENG","GK","31",1989,17,17,1530,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1200000
2022,"Romain Perraud","FRA","DF","23",1997,20,18,1623,18,0,1,1,0,0,0,3,0,34,48,91,0,0.06,0.06,0,0.06,0.5,0.5,0.7,1.2,0.03,0.04,0.07,0.03,0.07,2022,1.2e+07
2022,"Nathan Redmond","ENG","MF,FW","27",1994,27,20,1833,20.4,1,5,6,1,0,0,0,0,71,95,131,0.05,0.25,0.29,0.05,0.29,1.7,1.7,3.9,5.6,0.08,0.19,0.27,0.08,0.27,2022,1e+07
2022,"Oriol Romeu","ESP","MF","29",1991,36,34,2889,32.1,2,2,4,2,0,0,9,0,38,156,29,0.06,0.06,0.12,0.06,0.12,1.4,1.4,2.9,4.3,0.04,0.09,0.13,0.04,0.13,2022,5e+06
2022,"Mohammed Salisu","GHA","DF","22",1999,34,33,2972,33,0,0,0,0,0,0,10,1,31,136,7,0,0,0,0,0,2,2,0.8,2.7,0.06,0.02,0.08,0.06,0.08,2022,1.8e+07
2022,"William Smallbone","IRL","MF,FW","21",2000,4,2,133,1.5,0,0,0,0,0,0,0,0,4,2,7,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0.03,0.06,0.03,0.06,2022,NA
2022,"Jack Stephens","ENG","DF","27",1994,11,9,811,9,0,0,0,0,0,0,3,0,7,28,3,0,0,0,0,0,0,0,0.3,0.3,0,0.04,0.04,0,0.04,2022,3500000
2022,"Jack Stephens","ENG","DF","27",1994,11,9,811,9,0,0,0,0,0,0,3,0,7,28,3,0,0,0,0,0,0,0,0.3,0.3,0,0.04,0.04,0,0.04,2022,3500000
2022,"Nathan Tella","ENG","MF,FW","22",1999,14,10,804,8.9,0,1,1,0,0,0,2,0,22,17,44,0,0.11,0.11,0,0.11,0.6,0.6,0.6,1.2,0.07,0.07,0.13,0.07,0.13,2022,1.8e+07
2022,"Yan Valery","TUN","DF","22",1999,5,3,370,4.1,0,0,0,0,0,0,0,0,3,10,4,0,0,0,0,0,0,0,0.1,0.2,0.01,0.03,0.04,0.01,0.04,2022,2e+06
2022,"Theo Walcott","ENG","MF,FW","32",1989,9,5,379,4.2,0,0,0,0,0,0,0,0,3,5,19,0,0,0,0,0,0.6,0.6,0,0.7,0.15,0.01,0.16,0.15,0.16,2022,1e+06
2022,"Kyle Walker-Peters","ENG","DF","24",1997,32,29,2633,29.3,1,2,3,1,0,0,5,0,134,147,165,0.03,0.07,0.1,0.03,0.1,1.1,1.1,2.7,3.8,0.04,0.09,0.13,0.04,0.13,2022,2.5e+07
2022,"James Ward-Prowse","ENG","MF","26",1994,36,36,3215,35.7,10,5,15,6,4,4,3,1,21,189,42,0.28,0.14,0.42,0.17,0.31,5.4,2.2,6.5,8.7,0.15,0.18,0.33,0.06,0.24,2022,3.8e+07
2022,"Dele Alli","ENG","MF","25",1996,10,8,657,7.3,1,0,1,0,1,1,1,0,8,18,22,0.14,0,0.14,0,0,1.6,0.8,0.3,1.1,0.22,0.04,0.26,0.11,0.15,2022,8e+06
2022,"Rodrigo Bentancur","URU","MF","24",1997,17,16,1361,15.1,0,4,4,0,0,0,5,0,20,76,11,0,0.26,0.26,0,0.26,0.8,0.8,2.6,3.4,0.05,0.17,0.23,0.05,0.23,2022,4e+07
2022,"Steven Bergwijn","NED","FW,MF","23",1997,25,4,565,6.3,3,1,4,3,0,0,1,0,26,17,53,0.48,0.16,0.64,0.48,0.64,2.5,2.5,0.9,3.5,0.4,0.15,0.55,0.4,0.55,2022,NA
2022,"Bryan","ESP","FW,MF","20",2001,9,0,94,1,0,0,0,0,0,0,0,0,6,7,17,0,0,0,0,0,0.1,0.1,0.1,0.2,0.06,0.11,0.17,0.06,0.17,2022,NA
2022,"Ben Davies","WAL","DF","28",1993,29,28,2538,28.2,1,1,2,1,0,0,6,0,62,137,60,0.04,0.04,0.07,0.04,0.07,2.3,2.3,0.5,2.9,0.08,0.02,0.1,0.08,0.1,2022,1.5e+07
2022,"Eric Dier","ENG","DF","27",1994,35,35,3071,34.1,0,0,0,0,0,0,1,0,13,103,6,0,0,0,0,0,1.2,1.2,1.1,2.3,0.04,0.03,0.07,0.04,0.07,2022,1.8e+07
2022,"Matt Doherty","IRL","DF","29",1992,15,9,875,9.7,2,4,6,2,0,0,0,0,29,24,80,0.21,0.41,0.62,0.21,0.62,2.5,2.5,2,4.5,0.25,0.2,0.46,0.25,0.46,2022,5e+06
2022,"Emerson","BRA","DF,MF","22",1999,31,26,2286,25.4,1,1,2,1,0,0,5,0,68,68,175,0.04,0.04,0.08,0.04,0.08,1.5,1.5,2.2,3.6,0.06,0.09,0.14,0.06,0.14,2022,1.2e+07
2022,"Son Heung-min","KOR","MF,FW","29",1992,35,35,3006,33.4,23,7,30,23,0,0,2,0,116,90,242,0.69,0.21,0.9,0.69,0.9,15.9,15.9,7.5,23.4,0.48,0.22,0.7,0.48,0.7,2022,NA
2022,"Pierre Højbjerg","DEN","MF","25",1995,36,36,3196,35.5,2,2,4,2,0,0,3,0,46,242,47,0.06,0.06,0.11,0.06,0.11,1.9,1.9,2.3,4.2,0.05,0.06,0.12,0.05,0.12,2022,NA
2022,"Harry Kane","ENG","FW","28",1993,37,36,3232,35.9,17,9,26,13,4,4,5,0,87,143,212,0.47,0.25,0.72,0.36,0.61,18.6,15.4,9.1,24.5,0.52,0.25,0.77,0.43,0.68,2022,9e+07
2022,"Dejan Kulusevski","SWE","MF,FW","21",2000,18,14,1261,14,5,8,13,5,0,0,3,0,51,35,100,0.36,0.57,0.93,0.36,0.93,2.7,2.7,3.4,6.2,0.2,0.25,0.44,0.2,0.44,2022,5e+07
2022,"Hugo Lloris","FRA","GK","34",1986,38,38,3420,38,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.01,0.01,0,0.01,2022,3e+06
2022,"Giovani Lo Celso","ARG","MF,FW","25",1996,9,2,238,2.6,0,0,0,0,0,0,0,0,10,8,15,0,0,0,0,0,0.6,0.6,0.7,1.3,0.23,0.26,0.49,0.23,0.49,2022,NA
2022,"Lucas Moura","BRA","FW,MF","28",1992,34,19,1775,19.7,2,6,8,2,0,0,4,0,48,99,87,0.1,0.3,0.41,0.1,0.41,2.7,2.7,5,7.7,0.14,0.25,0.39,0.14,0.39,2022,6e+06
2022,"Tanguy Ndombele","FRA","MF","24",1996,9,6,484,5.4,1,1,2,1,0,0,1,0,14,21,25,0.19,0.19,0.37,0.19,0.37,0.4,0.4,0.4,0.8,0.08,0.07,0.16,0.08,0.16,2022,NA
2022,"Sergio Reguilón","ESP","DF,MF","24",1996,25,22,1916,21.3,2,3,5,2,0,0,4,0,63,50,144,0.09,0.14,0.23,0.09,0.23,3,3,3.3,6.4,0.14,0.16,0.3,0.14,0.3,2022,NA
2022,"Joe Rodon","WAL","DF","23",1997,3,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,NA
2022,"Cristian Romero","ARG","DF","23",1998,22,21,1844,20.5,1,0,1,1,0,0,8,0,23,65,9,0.05,0,0.05,0.05,0.05,0.5,0.5,0.3,0.7,0.02,0.01,0.04,0.02,0.04,2022,6e+07
2022,"Davinson Sánchez","COL","DF","25",1996,23,17,1631,18.1,2,0,2,2,0,0,4,0,21,65,8,0.11,0,0.11,0.11,0.11,2.1,2.1,0.3,2.4,0.11,0.02,0.13,0.11,0.13,2022,1.5e+07
